match_id,team_name,series_win,maps_won,maps_lost,series_kills,series_deaths,series_damage,series_kdr,avg_bp_rtg,bp_std,bp_max,top_kills_share,bp_range,date_utc,best_of,stage,is_lan,series_kills_roll,series_deaths_roll,series_damage_roll,series_kdr_roll,avg_bp_rtg_roll,bp_std_roll,bp_max_roll,top_kills_share_roll,bp_range_roll
93946,Toronto Ultra,1,3,0,220,169,26805,1.3018,1.305,0.1179,1.38,0.2909,0.075,2025-03-21 18:00:00+00:00,5,major,1,259.0,234.2,32784.0,1.1382,1.149,0.1244,1.296,0.3041,0.147
93948,Toronto Ultra,1,3,0,238,208,29486,1.1442,1.225,0.1333,1.37,0.2815,0.145,2025-03-22 13:30:00+00:00,5,major,1,253.2,228.8,31905.8,1.1398,1.1535,0.1216,1.292,0.296,0.1385
93951,Toronto Ultra,1,3,0,242,199,29399,1.2161,1.2525,0.0842,1.37,0.2934,0.1175,2025-03-22 18:00:00+00:00,5,major,1,250.6,230.6,31589.2,1.1146,1.137,0.0923,1.236,0.2872,0.099
93953,Toronto Ultra,1,3,0,200,163,23639,1.227,1.2025,0.083,1.31,0.28,0.1075,2025-03-23 13:30:00+00:00,5,major,1,228.8,201.0,28158.8,1.1613,1.1725,0.0982,1.282,0.2882,0.1095
93955,Toronto Ultra,0,1,3,306,349,41112,0.8768,0.8275,0.104,0.97,0.281,0.1425,2025-03-23 16:30:00+00:00,5,major,1,241.2,217.6,30088.2,1.1532,1.1625,0.1045,1.28,0.2854,0.1175
93842,Vancouver Surge,0,0,3,198,239,25563,0.8285,0.775,0.0759,0.88,0.2778,0.105,2025-01-10 19:30:00+00:00,5,major,1,299.6,329.4,39521.8,0.905,0.8715,0.0845,0.968,0.2761,0.0965
93853,Vancouver Surge,1,3,1,332,320,41408,1.0375,1.065,0.0827,1.16,0.2831,0.095,2025-01-18 15:00:00+00:00,5,minor,0,294.6,318.4,38371.8,0.9221,0.893,0.0782,0.986,0.2772,0.093
93859,Vancouver Surge,1,3,2,353,374,44242,0.9439,1.03,0.1273,1.19,0.2946,0.16,2025-01-24 15:00:00+00:00,5,minor,0,302.8,328.2,38827.6,0.9189,0.9195,0.0848,1.022,0.2823,0.1025
93862,Vancouver Surge,1,3,2,454,460,56892,0.987,1.05,0.1431,1.22,0.304,0.17,2025-01-25 15:00:00+00:00,5,minor,0,332.6,347.8,42228.6,0.9478,0.9785,0.0937,1.094,0.2834,0.1155
93869,Vancouver Surge,0,0,3,214,251,28836,0.8526,0.81,0.0408,0.86,0.2757,0.05,2025-01-30 11:30:00+00:00,5,major,1,310.2,328.8,39388.2,0.9299,0.946,0.094,1.062,0.287,0.116
93873,Vancouver Surge,0,1,3,321,363,42500,0.8843,0.805,0.03,0.85,0.2804,0.045,2025-01-31 10:00:00+00:00,5,major,1,334.8,353.6,42775.6,0.941,0.952,0.0848,1.056,0.2876,0.104
93888,Vancouver Surge,1,3,1,339,316,41779,1.0728,1.1975,0.1459,1.33,0.2891,0.1325,2025-02-14 18:00:00+00:00,5,minor,0,336.2,352.8,42849.8,0.9481,0.9785,0.0974,1.09,0.2887,0.1115
93895,Vancouver Surge,1,3,2,371,364,46277,1.0192,1.0975,0.0957,1.22,0.2965,0.1225,2025-02-16 18:00:00+00:00,5,minor,0,339.8,350.8,43256.8,0.9632,0.992,0.0911,1.096,0.2891,0.104
93902,Vancouver Surge,1,3,1,364,344,44423,1.0581,1.07,0.0845,1.14,0.3132,0.07,2025-02-22 18:00:00+00:00,5,minor,0,321.8,327.6,40763.0,0.9774,0.996,0.0794,1.08,0.291,0.084
93907,Vancouver Surge,1,3,1,363,337,45046,1.0772,1.155,0.0785,1.22,0.259,0.065,2025-02-28 18:00:00+00:00,5,major,1,351.6,344.8,44005.0,1.0223,1.065,0.0869,1.152,0.2876,0.087
93911,Vancouver Surge,1,3,2,354,358,45010,0.9888,1.0325,0.152,1.22,0.2853,0.1875,2025-03-01 16:30:00+00:00,5,major,1,358.2,343.8,44507.0,1.0432,1.1105,0.1113,1.226,0.2886,0.1155
93916,Vancouver Surge,1,3,0,251,213,30362,1.1784,1.1475,0.0877,1.26,0.2908,0.1125,2025-03-02 16:30:00+00:00,5,major,1,340.6,323.2,42223.6,1.0644,1.1005,0.0997,1.212,0.289,0.1115
93917,Vancouver Surge,0,3,4,470,487,58358,0.9651,0.965,0.0896,1.09,0.2766,0.125,2025-03-02 18:00:00+00:00,7,major finals,1,360.4,347.8,44639.8,1.0535,1.074,0.0985,1.186,0.285,0.112
93918,Vancouver Surge,0,0,3,233,265,29935,0.8792,0.83,0.0744,0.94,0.3219,0.11,2025-03-07 15:00:00+00:00,5,minor,0,334.2,332.0,41742.2,1.0177,1.026,0.0964,1.146,0.2867,0.12
93926,Vancouver Surge,1,3,1,314,325,41155,0.9662,1.065,0.1136,1.23,0.2707,0.165,2025-03-09 16:30:00+00:00,5,minor,0,324.4,329.6,40964.0,0.9955,1.008,0.1035,1.148,0.2891,0.14
93929,Vancouver Surge,0,2,3,310,310,40673,1.0,0.975,0.1287,1.15,0.3129,0.175,2025-03-14 15:00:00+00:00,5,minor,0,315.6,320.0,40096.6,0.9978,0.9965,0.0988,1.134,0.2946,0.1375
93937,Vancouver Surge,1,3,1,318,288,39955,1.1042,1.0825,0.0562,1.13,0.2862,0.0475,2025-03-16 16:30:00+00:00,5,minor,0,329.0,335.0,42015.2,0.9829,0.9835,0.0925,1.108,0.2937,0.1245
93939,Vancouver Surge,1,3,0,284,263,34866,1.0798,1.1575,0.0287,1.18,0.2606,0.0225,2025-03-20 13:30:00+00:00,5,major,1,291.8,290.2,37316.8,1.0059,1.022,0.0803,1.126,0.2904,0.104
93949,Vancouver Surge,1,3,1,390,357,48056,1.0924,1.055,0.1185,1.14,0.2872,0.085,2025-03-22 15:00:00+00:00,5,major,1,323.2,308.6,40941.0,1.0485,1.067,0.0891,1.166,0.2835,0.099
93954,Vancouver Surge,0,2,3,360,338,47004,1.0651,1.0375,0.0486,1.1,0.2694,0.0625,2025-03-23 15:00:00+00:00,5,major,1,332.4,311.2,42110.8,1.0683,1.0615,0.0761,1.14,0.2833,0.0785
93955,Vancouver Surge,1,3,1,349,306,44784,1.1405,1.175,0.1226,1.3,0.2894,0.125,2025-03-23 16:30:00+00:00,5,major,1,340.2,310.4,42933.0,1.0964,1.1015,0.0749,1.17,0.2785,0.0685
93956,Vancouver Surge,0,0,4,281,344,38316,0.8169,0.7075,0.0499,0.78,0.2989,0.0725,2025-03-23 18:00:00+00:00,7,major finals,1,332.8,321.6,42605.2,1.039,1.0265,0.0737,1.1,0.2811,0.0735
93841,Vegas Falcons,0,0,3,216,247,27786,0.8745,0.8875,0.1011,1.02,0.3426,0.1325,2025-01-10 18:00:00+00:00,5,major,1,239.2,265.2,31534.0,0.9045,0.846,0.1108,0.994,0.2987,0.148
93851,Vegas Falcons,0,1,3,292,354,39838,0.8249,0.83,0.0627,0.9,0.2774,0.07,2025-01-17 16:30:00+00:00,5,minor,0,242.0,277.8,32299.6,0.8785,0.824,0.0971,0.952,0.2967,0.128
93853,Vegas Falcons,0,1,3,320,332,41491,0.9639,0.935,0.1489,1.08,0.3031,0.145,2025-01-18 15:00:00+00:00,5,minor,0,261.6,295.8,34621.2,0.8878,0.845,0.1008,0.966,0.2996,0.121
93863,Vegas Falcons,0,0,3,209,244,27486,0.8566,0.7875,0.1554,0.95,0.2967,0.1625,2025-01-25 16:30:00+00:00,5,minor,0,262.6,300.8,34685.0,0.8728,0.8435,0.1242,0.986,0.307,0.1425
93872,Vegas Falcons,0,0,3,232,263,31593,0.8821,0.8325,0.0914,0.91,0.3103,0.0775,2025-01-31 08:30:00+00:00,5,major,1,253.8,288.0,33638.8,0.8804,0.8545,0.1119,0.972,0.306,0.1175
93887,Vegas Falcons,0,1,3,323,341,40921,0.9472,0.8275,0.0789,0.88,0.291,0.0525,2025-02-14 16:30:00+00:00,5,minor,0,275.2,306.8,36265.8,0.8949,0.8425,0.1075,0.944,0.2957,0.1015
93893,Vegas Falcons,0,1,3,281,313,36620,0.8978,0.835,0.158,1.06,0.2883,0.225,2025-02-16 15:00:00+00:00,5,minor,0,273.0,298.6,35622.2,0.9095,0.8435,0.1265,0.976,0.2979,0.1325
93899,Vegas Falcons,0,0,3,159,193,20501,0.8238,0.6325,0.081,0.71,0.2642,0.0775,2025-02-21 18:00:00+00:00,5,minor,0,240.8,270.8,31424.2,0.8815,0.783,0.1129,0.902,0.2901,0.119
93904,Vegas Falcons,0,0,3,150,187,20679,0.8021,0.675,0.0465,0.72,0.3,0.045,2025-02-23 15:00:00+00:00,5,minor,0,229.0,259.4,30062.8,0.8706,0.7605,0.0912,0.856,0.2908,0.0955
93908,Vegas Falcons,0,1,3,286,297,37169,0.963,0.865,0.0858,0.97,0.3147,0.105,2025-02-28 16:30:00+00:00,5,major,1,239.8,266.2,31178.0,0.8868,0.767,0.0901,0.868,0.2916,0.101
93919,Vegas Falcons,0,1,3,235,267,32237,0.8801,0.7975,0.0814,0.89,0.2936,0.0925,2025-03-07 16:30:00+00:00,5,minor,0,222.2,251.4,29441.2,0.8734,0.761,0.0906,0.87,0.2921,0.109
93925,Vegas Falcons,0,0,3,184,201,24618,0.9154,0.7725,0.0741,0.87,0.2989,0.0975,2025-03-09 15:00:00+00:00,5,minor,0,202.8,229.0,27040.8,0.8769,0.7485,0.0738,0.832,0.2943,0.0835
93934,Vegas Falcons,0,1,3,347,356,45561,0.9747,0.9025,0.0419,0.96,0.2997,0.0575,2025-03-15 18:00:00+00:00,5,minor,0,240.4,261.6,32052.8,0.9071,0.8025,0.066,0.882,0.3014,0.0795
93944,Vegas Falcons,0,0,3,157,203,23945,0.7734,0.715,0.0645,0.78,0.2803,0.065,2025-03-21 15:00:00+00:00,5,major,1,241.8,264.8,32706.0,0.9013,0.8105,0.0696,0.894,0.2974,0.0835
