match_id,player_name,team_name,kills,deaths,damage,bp_rtg
93905,HyDra,Los Angeles Thieves,83,64,9534,1.46
93905,Scrap,Los Angeles Thieves,73,71,8665,1.29
93906,Attach,Cloud9 New York,43,28,4952,1.43
93906,Kremp,Cloud9 New York,50,31,5856,1.4
93906,Mack,Cloud9 New York,40,31,4735,1.38
93906,Sib,Cloud9 New York,51,27,6327,1.45
93906,Cammy,Boston Breach,24,48,4711,0.53
93906,Owakening,Boston Breach,30,43,4918,0.64
93906,Purj,Boston Breach,31,49,4179,0.54
93906,Snoopy,Boston Breach,32,44,3601,0.64
93907,Cammy,Boston Breach,66,90,9923,0.75
93907,Owakening,Boston Breach,82,88,10979,0.86
93907,Purj,Boston Breach,91,94,11126,0.85
